cities,comment,confirmedCount,continentEnglishName,continentName,countryEnglishName,countryFullName,countryName,curedCount,currentConfirmedCount,deadCount,locationId,provinceEnglishName,provinceName,provinceShortName,suspectedCount,updateTime,deadRate,curedRate
暂无,暂无,1370,Africa,非洲,暂无,Mayotte,马约特,0,1352,18,0,暂无,马约特,马约特,0,1589940101951,0.0131,0.0
暂无,暂无,456,North America,北美洲,Haiti,The Republic of Haiti,海地,0,436,20,974008,Haiti,海地,海地,0,1589940101951,0.0439,0.0
暂无,暂无,825,Africa,非洲,The Republic of Equatorial Guinea,Eq.Guinea,赤道几内亚,22,796,7,0,The Republic of Equatorial Guinea,赤道几内亚,赤道几内亚,0,1589940101951,0.0085,0.0267
暂无,暂无,101139,Asia,亚洲,India,India,印度,39173,58803,3163,953003,India,印度,印度,0,1589940101951,0.0313,0.3873
暂无,暂无,2863,Africa,非洲,Guinea,Guinea,几内亚,1525,1320,18,0,Guinea,几内亚,几内亚,0,1589940101951,0.0063,0.5327
暂无,暂无,16261,Europe,欧洲,Austria,Austria,奥地利,13228,2401,632,963001,Austria,奥地利,奥地利,0,1589940101951,0.0389,0.8135
暂无,暂无,3518,Asia,亚洲,Azerbaijan,Azerbaijan,阿塞拜疆,2198,1279,41,955003,Azerbaijan,阿塞拜疆,阿塞拜疆,0,1589940101951,0.0117,0.6248
暂无,暂无,171,Asia,亚洲,暂无,The Republic of Yemen,也门共和国,7,135,29,0,暂无,也门共和国,也门共和国,0,1589940101951,0.1696,0.0409
暂无,暂无,1143,Asia,亚洲,Maldives,Maldives,马尔代夫,80,1059,4,953004,Maldives,马尔代夫,马尔代夫,0,1589940101951,0.0035,0.07
暂无,暂无,2802,Asia,亚洲,Uzbekistan,Uzbekstan,乌兹别克斯坦,2314,475,13,954005,Uzbekistan,乌兹别克斯坦,乌兹别克斯坦,0,1589940101951,0.0046,0.8258
暂无,暂无,52,Africa,非洲,Angola,Angola,安哥拉,17,32,3,984001,Angola,安哥拉,安哥拉,0,1589940101951,0.0577,0.3269
暂无,暂无,25063,Asia,亚洲,United Arab Emirates,United Arab Emirates,阿联酋,10791,14045,227,955019,United Arab Emirates,阿联酋,阿联酋,0,1589940101951,0.0091,0.4306
暂无,暂无,205,Africa,非洲,Swaziland,Swaziland,斯威士兰,13,190,2,984010,Swaziland,斯威士兰,斯威士兰,0,1589940101951,0.0098,0.0634
暂无,暂无,6401,Africa,非洲,Nigeria,Nigeria,尼日利亚,1734,4475,192,982013,Nigeria,尼日利亚,尼日利亚,0,1589940101951,0.03,0.2709
暂无,暂无,260,Africa,非洲,Uganda,Uganda,乌干达,63,197,0,985010,Uganda,乌干达,乌干达,0,1589940101951,0.0,0.2423
暂无,暂无,79112,North America,北美洲,Canada,Canada,加拿大,40041,33159,5912,971001,Canada,加拿大,加拿大,0,1589940101951,0.0747,0.5061
暂无,暂无,299941,Europe,欧洲,Russia,Russian Federation,俄罗斯,76130,220974,2837,964006,Russia,俄罗斯,俄罗斯,0,1589940101951,0.0095,0.2538
暂无,暂无,649,Asia,亚洲,Jordan,Jordan,约旦,413,227,9,955010,Jordan,约旦,约旦,0,1589940101951,0.0139,0.6364
暂无,暂无,1525367,North America,北美洲,United States of America,United States of America,美国,289392,1144245,91730,971002,United States of America,美国,美国,0,1589940101951,0.0601,0.1897
暂无,暂无,6138,Europe,欧洲,Moldova,Republic of Moldova,摩尔多瓦,2408,3511,219,964005,Moldova,摩尔多瓦,摩尔多瓦,0,1589940101951,0.0357,0.3923
暂无,暂无,59854,Asia,亚洲,Saudi Arabia,Saudi Arabia,沙特阿拉伯,31634,27891,329,955016,Saudi Arabia,沙特阿拉伯,沙特阿拉伯,0,1589940101951,0.0055,0.5285
暂无,暂无,5671,Asia,亚洲,Oman,Oman,阿曼,1574,4070,27,955013,Oman,阿曼,阿曼,0,1589940101951,0.0048,0.2776
暂无,暂无,1881,North America,北美洲,Cuba,Cuba,古巴,525,1277,79,974004,Cuba,古巴,古巴,0,1589940101951,0.042,0.2791
暂无,暂无,1243,Asia,亚洲,暂无,Kyrgyzstan,吉尔吉斯斯坦,827,402,14,954002,暂无,吉尔吉斯斯坦,吉尔吉斯斯坦,0,1589940101951,0.0113,0.6653
暂无,暂无,25121,Asia,亚洲,Bangladesh,Bangladesh,孟加拉国,4585,20166,370,953001,Bangladesh,孟加拉国,孟加拉国,0,1589940101951,0.0147,0.1825
暂无,暂无,175210,Europe,欧洲,Germany,Germany,德国,155700,11503,8007,963003,Germany,德国,德国,0,1589940101951,0.0457,0.8886
暂无,暂无,12725,North America,北美洲,Dominican Republic,Dominican Republic,多米尼加,993,11298,434,974006,Dominican Republic,多米尼加,多米尼加,0,1589940101951,0.0341,0.078
暂无,暂无,534,Africa,非洲,Sierra Leone,Sierra Leone,塞拉利昂,167,334,33,982015,Sierra Leone,塞拉利昂,塞拉利昂,0,1589940101951,0.0618,0.3127
暂无,暂无,191,Asia,亚洲,Burma,Myanmar,缅甸,62,123,6,952001,Burma,缅甸,缅甸,0,1589940101951,0.0314,0.3246
暂无,暂无,1012,Europe,欧洲,Latvia,Latvia,拉脱维亚,464,527,21,964003,Latvia,拉脱维亚,拉脱维亚,0,1589940101951,0.0208,0.4585
暂无,暂无,17191,Europe,欧洲,Romania,Romania,罗马尼亚,10166,5899,1126,965011,Romania,罗马尼亚,罗马尼亚,0,1589940101951,0.0655,0.5914
暂无,暂无,2617,Africa,非洲,Senegal,Senegal,塞内加尔,1133,1454,30,982014,Senegal,塞内加尔,塞内加尔,0,1589940101951,0.0115,0.4329
暂无,暂无,11688,Europe,欧洲,Republic of Serbia,Serbia,塞尔维亚,5595,5830,263,965013,Republic of Serbia,塞尔维亚,塞尔维亚,0,1589940101951,0.0225,0.4787
暂无,暂无,2646,North America,北美洲,Honduras,Honduras,洪都拉斯,0,2504,142,972005,Honduras,洪都拉斯,洪都拉斯,0,1589940101951,0.0537,0.0
暂无,暂无,1413,North America,北美洲,El Salvador,The Republic of El Salvador,萨尔瓦多,0,1383,30,972003,El Salvador,萨尔瓦多,萨尔瓦多,0,1589940101951,0.0212,0.0
暂无,暂无,3958,Europe,欧洲,Luxembourg,Luxembourg,卢森堡,3789,60,109,961004,Luxembourg,卢森堡,卢森堡,0,1589940101951,0.0275,0.9573
暂无,暂无,297,Africa,非洲,Republic of Rwanda,Rwanda,卢旺达,178,119,0,985006,Republic of Rwanda,卢旺达,卢旺达,0,1589940101951,0.0,0.5993
暂无,暂无,7377,Africa,非洲,Algeria,Algeria,阿尔及利亚,3746,3070,561,981001,Algeria,阿尔及利亚,阿尔及利亚,0,1589940101951,0.076,0.5078
暂无,暂无,761,Africa,非洲,暂无,The Republic of Zambia,赞比亚共和国,188,566,7,0,暂无,赞比亚共和国,赞比亚共和国,0,1589940101951,0.0092,0.247
暂无,暂无,618,South America,南美洲,Venezuela,Venezuela,委内瑞拉,0,608,10,0,Venezuela,委内瑞拉,委内瑞拉,0,1589940101951,0.0162,0.0
暂无,暂无,124603,Asia,亚洲,Iran,Iran (Islamic Republic of),伊朗,97173,20311,7119,955007,Iran,伊朗,伊朗,0,1589940101951,0.0571,0.7799
暂无,暂无,954,Asia,亚洲,Lebanon,Lebanon,黎巴嫩,251,677,26,955012,Lebanon,黎巴嫩,黎巴嫩,0,1589940101951,0.0273,0.2631
暂无,暂无,248818,Europe,欧洲,United Kingdom,The United Kingdom,英国,539,212938,35341,961007,United Kingdom,英国,英国,0,1589940101951,0.142,0.0022
暂无,暂无,16764,Asia,亚洲,Kuwait,Kuwait,科威特,4681,11962,121,955011,Kuwait,科威特,科威特,0,1589940101951,0.0072,0.2792
暂无,暂无,520,North America,北美洲,Jamaica,Jamaica,牙买加,0,511,9,974009,Jamaica,牙买加,牙买加,0,1589940101951,0.0173,0.0
暂无,暂无,24251,Europe,欧洲,Ireland,Ireland,爱尔兰,13386,9304,1561,961003,Ireland,爱尔兰,爱尔兰,0,1589940101951,0.0644,0.552
暂无,暂无,914,Africa,非洲,Niger,Niger,尼日尔,734,125,55,982011,Niger,尼日尔,尼日尔,0,1589940101951,0.0602,0.8031
暂无,暂无,2119,Africa,非洲,Ivory Coast,Cote d Ivoire,科特迪瓦,1004,1087,28,982004,Ivory Coast,科特迪瓦,科特迪瓦,0,1589940101951,0.0132,0.4738
暂无,暂无,30799,Europe,欧洲,Sweden,Sweden,瑞典,4971,22085,3743,962005,Sweden,瑞典,瑞典,0,1589940101951,0.1215,0.1614
暂无,暂无,18876,Europe,欧洲,Ukraine,Ukraine,乌克兰,5276,13052,548,964007,Ukraine,乌克兰,乌克兰,0,1589940101951,0.029,0.2795
暂无,暂无,11078,Asia,亚洲,Korea,Republic of Korea,韩国,9938,877,263,951004,Korea,韩国,韩国,0,1589940101951,0.0237,0.8971
暂无,暂无,1839,Europe,欧洲,North Macedonia,North Macedonia,北马其顿,1351,382,106,0,North Macedonia,北马其顿,北马其顿,0,1589940101951,0.0576,0.7346
暂无,暂无,3033,Asia,亚洲,Thailand,Thailand,泰国,2798,179,56,952010,Thailand,泰国,泰国,0,1589940101951,0.0185,0.9225
暂无,暂无,1020,Asia,亚洲,SriLanka,Sri Lanka,斯里兰卡,559,452,9,953007,SriLanka,斯里兰卡,斯里兰卡,0,1589940101951,0.0088,0.548
暂无,暂无,99483,South America,南美洲,Peru,Peru,秘鲁,36524,60045,2914,973008,Peru,秘鲁,秘鲁,0,1589940101951,0.0293,0.3671
暂无,暂无,1432,Africa,非洲,Gabon,Gabon,加蓬,301,1120,11,983004,Gabon,加蓬,加蓬,0,1589940101951,0.0077,0.2102
暂无,暂无,8630,Europe,欧洲,Czech Republic,Czechia,捷克,5725,2603,302,963002,Czech Republic,捷克,捷克,0,1589940101951,0.035,0.6634
暂无,暂无,3556,Europe,欧洲,Hungary,Hungary,匈牙利,1400,1689,467,963004,Hungary,匈牙利,匈牙利,0,1589940101951,0.1313,0.3937
暂无,暂无,446,Africa,非洲,Reunion,Réunion,留尼旺,0,446,0,0,Reunion,留尼旺,留尼旺,0,1589940101951,0.0,0.0
暂无,暂无,1618,Africa,非洲,Djibouti,The Republic of Djibouti,吉布提,935,676,7,985002,Djibouti,吉布提,吉布提,0,1589940101951,0.0043,0.5779
暂无,暂无,1791,Europe,欧洲,Estonia,Estonia,爱沙尼亚,1275,452,64,964002,Estonia,爱沙尼亚,爱沙尼亚,0,1589940101951,0.0357,0.7119
暂无,暂无,519,Africa,非洲,Chad,Chad,乍得,0,465,54,982003,Chad,乍得,乍得,0,1589940101951,0.104,0.0
暂无,暂无,7653,Asia,亚洲,Afghanistan,Afghanistan,阿富汗,850,6625,178,955001,Afghanistan,阿富汗,阿富汗,0,1589940101951,0.0233,0.1111
暂无,暂无,863,North America,北美洲,Costa Rica,Costa Rica,哥斯达黎加,0,853,10,972002,Costa Rica,哥斯达黎加,哥斯达黎加,0,1589940101951,0.0116,0.0
暂无,暂无,88,North America,北美洲,Barbados,Barbados,巴巴多斯,0,81,7,974003,Barbados,巴巴多斯,巴巴多斯,0,1589940101951,0.0795,0.0
暂无,暂无,901,Africa,非洲,Mali,Mali,马里,529,319,53,982010,Mali,马里,马里,0,1589940101951,0.0588,0.5871
暂无,暂无,702,Asia,亚洲,Georgia,Georgia,格鲁吉亚,425,265,12,955006,Georgia,格鲁吉亚,格鲁吉亚,0,1589940101951,0.0171,0.6054
暂无,暂无,226699,Europe,欧洲,Italy,Italy,意大利,129401,65129,32169,965008,Italy,意大利,意大利,0,1589940101951,0.1419,0.5708
暂无,暂无,19268,Europe,欧洲,Poland,Poland,波兰,7903,10417,948,963006,Poland,波兰,波兰,0,1589940101951,0.0492,0.4102
暂无,暂无,1038,Africa,非洲,暂无,Guinea-Bissau,几内亚比绍,26,1006,6,982008,暂无,几内亚比绍,几内亚比绍,0,1589940101951,0.0058,0.025
暂无,暂无,9628,North America,北美洲,Panama,Panama,巴拿马,455,8898,275,972007,Panama,巴拿马,巴拿马,0,1589940101951,0.0286,0.0473
暂无,暂无,71,Africa,非洲,Malawi,Malawi,马拉维,27,41,3,984006,Malawi,马拉维,马拉维,0,1589940101951,0.0423,0.3803
暂无,暂无,45061,Asia,亚洲,Pakistan,Pakistan,巴基斯坦,12489,31603,969,953006,Pakistan,巴基斯坦,巴基斯坦,0,1589940101951,0.0215,0.2772
暂无,暂无,352,Africa,非洲,Ethiopia,Ethiopia,埃塞俄比亚,112,235,5,985004,Ethiopia,埃塞俄比亚,埃塞俄比亚,0,1589940101951,0.0142,0.3182
暂无,暂无,6751,Asia,亚洲,Kazakhstan,Kazakhstan,哈萨克斯坦,3256,3460,35,954001,Kazakhstan,哈萨克斯坦,哈萨克斯坦,0,1589940101951,0.0052,0.4823
暂无,暂无,229,Africa,非洲,Liberia,Liberia,利比里亚,85,122,22,982009,Liberia,利比里亚,利比里亚,0,1589940101951,0.0961,0.3712
暂无,暂无,49579,South America,南美洲,Chile,Chile,智利,21507,27563,509,973004,Chile,智利,智利,0,1589940101951,0.0103,0.4338
暂无,暂无,8264,Europe,欧洲,Norway,Norway,挪威,7114,917,233,962004,Norway,挪威,挪威,0,1589940101951,0.0282,0.8608
暂无,暂无,6978,Asia,亚洲,Malaysia,Malaysia,马来西亚,5646,1218,114,952007,Malaysia,马来西亚,马来西亚,0,1589940101951,0.0163,0.8091
暂无,暂无,1912,North America,北美洲,Guatemala,Guatemala,危地马拉,0,1877,35,972004,Guatemala,危地马拉,危地马拉,0,1589940101951,0.0183,0.0
暂无,暂无,2840,Europe,欧洲,Greece,Greece,希腊,1473,1202,165,965007,Greece,希腊,希腊,0,1589940101951,0.0581,0.5187
暂无,暂无,6399,Europe,欧洲,Finland,Finland,芬兰,4300,1798,301,962002,Finland,芬兰,芬兰,0,1589940101951,0.047,0.672
暂无,暂无,7068,Oceania,大洋洲,Australia,Australia,澳大利亚,6411,558,99,990001,Australia,澳大利亚,澳大利亚,0,1589940101951,0.014,0.907
暂无,暂无,338,Africa,非洲,Togo,Togo,多哥,107,219,12,982016,Togo,多哥,多哥,0,1589940101951,0.0355,0.3166
暂无,暂无,4088,South America,南美洲,Bolivia,Bolivia (Plurinational State of),玻利维亚,159,3760,169,973002,Bolivia,玻利维亚,玻利维亚,0,1589940101951,0.0413,0.0389
暂无,暂无,44249,Europe,欧洲,Netherlands,Netherlands,荷兰,291,38243,5715,961006,Netherlands,荷兰,荷兰,0,1589940101951,0.1292,0.0066
暂无,暂无,7023,Africa,非洲,Morocco,Morocco,摩洛哥,3901,2929,193,981004,Morocco,摩洛哥,摩洛哥,0,1589940101951,0.0275,0.5555
暂无,暂无,402,Asia,亚洲,Nepal,Nepal,尼泊尔,36,364,2,953005,Nepal,尼泊尔,尼泊尔,0,1589940101951,0.005,0.0896
暂无,暂无,411,Africa,非洲,Central African Republic,Central African Republic,中非共和国,18,393,0,983002,Central African Republic,中非共和国,中非共和国,0,1589940101951,0.0,0.0438
暂无,暂无,5918,Africa,非洲,Ghana,Ghana,加纳,1754,4133,31,982006,Ghana,加纳,加纳,0,1589940101951,0.0052,0.2964
暂无,暂无,143427,Europe,欧洲,France,France,法国,62563,52842,28022,961002,France,法国,法国,0,1589940101951,0.1954,0.4362
暂无,暂无,18496,Asia,亚洲,Indonesia,Indonesia,印度尼西亚,4467,12808,1221,952005,Indonesia,印度尼西亚,印度尼西亚,0,1589940101951,0.066,0.2415
暂无,暂无,567,Asia,亚洲,Palestine,occupied Palestinian territory,巴勒斯坦,346,217,4,955014,Palestine,巴勒斯坦,巴勒斯坦,0,1589940101951,0.0071,0.6102
暂无,暂无,81,Africa,非洲,The Islamic Republic of Mauritania,Mauritania,毛里塔尼亚,6,71,4,982012,The Islamic Republic of Mauritania,毛里塔尼亚,毛里塔尼亚,0,1589940101951,0.0494,0.0741
暂无,暂无,11,South America,南美洲,Suriname,Suriname,苏里南,6,4,1,973010,Suriname,苏里南,苏里南,0,1589940101951,0.0909,0.5455
暂无,暂无,151615,Asia,亚洲,Turkey,Turkey,土耳其,112895,34521,4199,955018,Turkey,土耳其,土耳其,0,1589940101951,0.0277,0.7446
暂无,暂无,16935,South America,南美洲,Colombia,Colombia,哥伦比亚,1210,15112,613,973005,Colombia,哥伦比亚,哥伦比亚,0,1589940101951,0.0362,0.0714
暂无,暂无,7374,Asia,亚洲,Bahrain,Bahrain,巴林,2929,4433,12,955004,Bahrain,巴林,巴林,0,1589940101951,0.0016,0.3972
暂无,暂无,302,Europe,欧洲,Bailiwick of Jersey,Jersey,泽西岛,0,275,27,0,Bailiwick of Jersey,泽西岛,泽西岛,0,1589940101951,0.0894,0.0
暂无,暂无,51633,North America,北美洲,Mexico,Mexico,墨西哥,35388,10913,5332,971003,Mexico,墨西哥,墨西哥,0,1589940101951,0.1033,0.6854
暂无,暂无,2318,Europe,欧洲,Bosnia and Herzegovina,Bosnia and Herzegovina,波黑,1428,758,132,965003,Bosnia and Herzegovina,波黑,波黑,0,1589940101951,0.0569,0.616
暂无,暂无,414,Africa,非洲,暂无,Congo,刚果（布）,110,289,15,0,暂无,刚果（布）,刚果（布）,0,1589940101951,0.0362,0.2657
暂无,暂无,806,Africa,非洲,Burkina Faso,Burkina Faso,布基纳法索,655,99,52,982002,Burkina Faso,布基纳法索,布基纳法索,0,1589940101951,0.0645,0.8127
暂无,暂无,34151,South America,南美洲,Ecuador,Ecuador,厄瓜多尔,3433,27879,2839,973006,Ecuador,厄瓜多尔,厄瓜多尔,0,1589940101951,0.0831,0.1005
暂无,暂无,2710,North America,北美洲,Puerto Rico,Puerto Rico,波多黎各,0,2586,124,0,Puerto Rico,波多黎各,波多黎各,0,1589940101951,0.0458,0.0
暂无,暂无,5041,Asia,亚洲,Armenia,Armenia,亚美尼亚,2019,2958,64,955002,Armenia,亚美尼亚,亚美尼亚,0,1589940101951,0.0127,0.4005
暂无,暂无,1629,Africa,非洲,Democratic Republic of the Congo,Democratic Republic of the Congo,刚果（金）,290,1278,61,0,Democratic Republic of the Congo,刚果（金）,刚果（金）,0,1589940101951,0.0374,0.178
暂无,暂无,324,Asia,亚洲,Vietnam,Vietnam,越南,169,155,0,952011,Vietnam,越南,越南,0,1589940101951,0.0,0.5216
暂无,暂无,788,South America,南美洲,Paraguay,Paraguay,巴拉圭,198,579,11,973009,Paraguay,巴拉圭,巴拉圭,0,1589940101951,0.014,0.2513
暂无,暂无,3611,Asia,亚洲,Iraq,Iraq,伊拉克,2366,1114,131,955008,Iraq,伊拉克,伊拉克,0,1589940101951,0.0363,0.6552
暂无,暂无,84505,Asia,亚洲,China,China,中国,79715,145,4645,951001,China,中国,中国,0,1589936804265,0.055,0.9433
暂无,暂无,123,North America,北美洲,暂无,Bermuda,百慕大,0,114,9,0,暂无,百慕大,百慕大,0,1589936804265,0.0732,0.0
暂无,暂无,252,Europe,欧洲,Guernsey,Guernsey,根西岛,0,239,13,0,Guernsey,根西岛,根西岛,0,1589936804265,0.0516,0.0
暂无,暂无,668,Europe,欧洲,San Marino,San Marino,圣马力诺,2,625,41,965012,San Marino,圣马力诺,圣马力诺,0,1589936804265,0.0614,0.003
暂无,暂无,116,North America,北美洲,Trinidad and Tobago,Trinidad & Tobago,特立尼达和多巴哥,0,108,8,974013,Trinidad and Tobago,特立尼达和多巴哥,特立尼达和多巴哥,0,1589936804265,0.069,0.0
暂无,暂无,16433,Africa,非洲,South Africa,South Africa,南非,7298,8849,286,984011,South Africa,南非,南非,0,1589936804265,0.0174,0.4441
暂无,暂无,912,Africa,非洲,Kenya,Kenya,肯尼亚,336,526,50,985005,Kenya,肯尼亚,肯尼亚,0,1589936804265,0.0548,0.3684
暂无,暂无,761,Europe,欧洲,Andorra,Andorra,安道尔,472,238,51,965002,Andorra,安道尔,安道尔,0,1589936804265,0.067,0.6202
暂无,暂无,335,Europe,欧洲,Isle of Man,Isle of Man,马恩岛,0,311,24,0,Isle of Man,马恩岛,马恩岛,0,1589936804265,0.0716,0.0
暂无,暂无,192,North America,北美洲,Martinique,Martinique,马提尼克,0,178,14,0,Martinique,马提尼克,马提尼克,0,1589936804265,0.0729,0.0
"[{'cityName': '境外输入人员', 'currentConfirmedCount': 19, 'confirmedCount': 140, 'suspectedCount': 34, 'curedCount': 121, 'deadCount': 0, 'locationId': 0}, {'cityName': '呼伦贝尔', 'currentConfirmedCount': 1, 'confirmedCount': 9, 'suspectedCount': 0, 'curedCount': 8, 'deadCount': 0, 'locationId': 150700, 'cityEnglishName': 'Hulunbuir'}, {'cityName': '鄂尔多斯', 'currentConfirmedCount': 0, 'confirmedCount': 11, 'suspectedCount': 0, 'curedCount': 11, 'deadCount': 0, 'locationId': 150600, 'cityEnglishName': 'Ordos'}, {'cityName': '包头', 'currentConfirmedCount': 0, 'confirmedCount': 11, 'suspectedCount': 0, 'curedCount': 11, 'deadCount': 0, 'locationId': 150200, 'cityEnglishName': 'Baotou'}, {'cityName': '赤峰', 'currentConfirmedCount': 0, 'confirmedCount': 9, 'suspectedCount': 0, 'curedCount': 9, 'deadCount': 0, 'locationId': 150400, 'cityEnglishName': 'Chifeng'}, {'cityName': '锡林郭勒盟', 'currentConfirmedCount': 0, 'confirmedCount': 9, 'suspectedCount': 0, 'curedCount': 9, 'deadCount': 0, 'locationId': 152500, 'cityEnglishName': 'Linguolexi'}, {'cityName': '巴彦淖尔', 'currentConfirmedCount': 0, 'confirmedCount': 8, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 1, 'locationId': 150800, 'cityEnglishName': 'Bayannur'}, {'cityName': '呼和浩特', 'currentConfirmedCount': 0, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 0, 'locationId': 150100, 'cityEnglishName': 'Hohhot'}, {'cityName': '通辽', 'currentConfirmedCount': 0, 'confirmedCount': 7, 'suspectedCount': 0, 'curedCount': 7, 'deadCount': 0, 'locationId': 150500, 'cityEnglishName': 'Tongliao'}, {'cityName': '乌兰察布', 'currentConfirmedCount': 0, 'confirmedCount': 3, 'suspectedCount': 0, 'curedCount': 3, 'deadCount': 0, 'locationId': 150900, 'cityEnglishName': 'Ulanqab'}, {'cityName': '乌海市', 'currentConfirmedCount': 0, 'confirmedCount': 2, 'suspectedCount': 0, 'curedCount': 2, 'deadCount': 0, 'locationId': 150300, 'cityEnglishName': 'Wuhai'}, {'cityName': '兴安盟', 'currentConfirmedCount': 0, 'confirmedCount': 1, 'suspectedCount': 0, 'curedCount': 1, 'deadCount': 0, 'locationId': 152200, 'cityEnglishName': 'Xinganmeng'}]",暂无,217,Asia,亚洲,China,,中国,196,20,1,150000,Neimenggu,内蒙古自治区,内蒙古,34,1589935877007,0.0046,0.9032
